Unnamed: 0,Unnamed: 0,Processed Title,Success,n_unique_words_char_1,n_unique_words_char_2,n_unique_words_char_3,n_unique_words_char_4,n_unique_words_char_5,FK_read_level_char_1,FK_read_level_char_2,FK_read_level_char_3,FK_read_level_char_4,FK_read_level_char_5,n_stop_words_char_1,n_stop_words_char_2,n_stop_words_char_3,n_stop_words_char_4,n_stop_words_char_5,overall_polarity_char_1,overall_polarity_char_2,overall_polarity_char_3,overall_polarity_char_4,overall_polarity_char_5,tot_sents,tot_pass_sents,passive_ratio,num_pass_sents_char_1,num_pass_sents_char_2,num_pass_sents_char_3,num_pass_sents_char_4,num_pass_sents_char_5,num_sents_char_1,num_sents_char_2,num_sents_char_3,num_sents_char_4,num_sents_char_5,polarity_of_mentions_char_1,polarity_of_mentions_char_2,polarity_of_mentions_char_3,polarity_of_mentions_char_4,polarity_of_mentions_char_5,neg_polarity_of_mentions_char_1,neg_polarity_of_mentions_char_2,neg_polarity_of_mentions_char_3,neg_polarity_of_mentions_char_4,neg_polarity_of_mentions_char_5,pos_polarity_of_mentions_char_1,pos_polarity_of_mentions_char_2,pos_polarity_of_mentions_char_3,pos_polarity_of_mentions_char_4,pos_polarity_of_mentions_char_5,compound_polarity_of_mentions_char_1,compound_polarity_of_mentions_char_2,compound_polarity_of_mentions_char_3,compound_polarity_of_mentions_char_4,compound_polarity_of_mentions_char_5,tot_coref_sents,pct_coref_sents,n_coref_sents_char_1,n_coref_sents_char_2,n_coref_sents_char_3,n_coref_sents_char_4,n_coref_sents_char_5,unique_per_sent_char_1,unique_per_sent_char_2,unique_per_sent_char_3,unique_per_sent_char_4,unique_per_sent_char_5,tot_unique_per_sent,stop_per_sent_char_1,stop_per_sent_char_2,stop_per_sent_char_3,stop_per_sent_char_4,stop_per_sent_char_5,tot_stop_per_sent,std_of_overall_polarity,wav_polarity,avg_FK,pass_ratio_ch1,pass_ratio_ch2,pass_ratio_ch3,pass_ratio_ch4,pass_ratio_ch5,sign_check_char_mention_polairty,std_of_char_mention_polarity
Paul,Paul,Paul,1,928,1224,753,544,426,2,3,2,2,2,144,148,131,123,106,0.9991,0.9990000000000001,0.9994,0.9988,-0.9864,1935,63,0.03255813953488372,16,19,11,9,8,502,598,412,243,180,"{'neg': 0.094, 'neu': 0.773, 'pos': 0.133, 'compound': 0.9999}","{'neg': 0.095, 'neu': 0.786, 'pos': 0.119, 'compound': 0.9999}","{'neg': 0.091, 'neu': 0.759, 'pos': 0.15, 'compound': 0.9999}","{'neg': 0.091, 'neu': 0.758, 'pos': 0.15, 'compound': 0.9999}","{'neg': 0.109, 'neu': 0.804, 'pos': 0.087, 'compound': -0.999}",0.094,0.095,0.091,0.091,0.109,0.133,0.11900000000000001,0.15,0.15,0.087,0.9999,0.9999,0.9999,0.9999,-0.9990000000000001,318,0.16434108527131785,89,89,94,32,14,1.848605577689243,2.0468227424749164,1.8276699029126213,2.2386831275720165,5.155555555555556,2.0025839793281652,0.2868525896414343,0.24749163879598662,0.3179611650485437,0.5061728395061729,0.8,0.33695090439276487,0.7941900236089597,0.814397622739018,2.2,0.03187250996015936,0.03177257525083612,0.02669902912621359,0.037037037037037035,0.044444444444444446,0,0.79956
Colombiana,Colombiana,Colombiana,1,379,302,249,366,294,0,1,0,2,1,114,105,90,117,103,-0.6763,-0.9916,0.9968,-0.9949,-0.9858,830,12,0.014457831325301203,2,3,0,5,2,241,174,148,149,118,"{'neg': 0.145, 'neu': 0.698, 'pos': 0.157, 'compound': -0.8666}","{'neg': 0.152, 'neu': 0.72, 'pos': 0.128, 'compound': -0.9977}","{'neg': 0.0, 'neu': 0.0, 'pos': 0.0, 'compound': 0.0}","{'neg': 0.11, 'neu': 0.823, 'pos': 0.067, 'compound': -0.9949}","{'neg': 0.159, 'neu': 0.706, 'pos': 0.135, 'compound': -0.9858}",0.145,0.152,0.0,0.11,0.159,0.157,0.128,0.0,0.067,0.135,-0.8666,-0.9977,0.0,-0.9949,-0.9858,22,0.02650602409638554,5,7,0,6,4,1.5726141078838174,1.735632183908046,1.6824324324324325,2.4563758389261743,3.211864406779661,1.9156626506024097,0.4730290456431535,0.603448275862069,0.6081081081081081,0.785234899328859,0.9661016949152542,0.6373493975903615,0.7732375433202917,-0.5452587951807228,0.8,0.008298755186721992,0.017241379310344827,0.0,0.03355704697986577,0.01694915254237288,0,0.38761411223019215
8MM,8MM,8MM,1,932,256,493,320,330,3,2,4,4,3,159,88,113,104,92,-0.992,-0.9969,0.9339,-0.9890000000000001,0.9986,1057,38,0.03595080416272469,17,4,4,11,2,615,110,157,88,87,"{'neg': 0.111, 'neu': 0.782, 'pos': 0.107, 'compound': -0.9978}","{'neg': 0.0, 'neu': 0.0, 'pos': 0.0, 'compound': 0.0}","{'neg': 0.08, 'neu': 0.827, 'pos': 0.094, 'compound': 0.9339}","{'neg': 0.115, 'neu': 0.808, 'pos': 0.077, 'compound': -0.989}","{'neg': 0.0, 'neu': 0.0, 'pos': 0.0, 'compound': 0.0}",0.111,0.0,0.08,0.115,0.0,0.107,0.0,0.094,0.077,0.0,-0.9978,0.0,0.9339,-0.9890000000000001,0.0,15,0.014191106906338697,10,0,1,4,0,1.5154471544715447,2.327272727272727,3.140127388535032,3.6363636363636362,10.71264367816092,2.205298013245033,0.25853658536585367,0.8,0.7197452229299363,1.1818181818181819,1.8275862068965518,0.5260170293282876,0.9598743196898227,-0.5423561967833492,3.2,0.027642276422764227,0.03636363636363636,0.025477707006369428,0.125,0.022988505747126436,0,0.7244550183413736
The Doors,The Doors,"Doors,-The",0,1332,398,456,316,757,3,2,2,3,9,173,106,106,85,111,0.9996,0.998,0.9975,-0.9934,-0.951,1203,53,0.044056525353283464,33,7,5,1,7,704,164,166,89,80,"{'neg': 0.134, 'neu': 0.705, 'pos': 0.162, 'compound': 1.0}","{'neg': 0.084, 'neu': 0.764, 'pos': 0.152, 'compound': 0.9995}","{'neg': 0.074, 'neu': 0.792, 'pos': 0.133, 'compound': 0.9993}","{'neg': 0.148, 'neu': 0.759, 'pos': 0.093, 'compound': -0.9934}","{'neg': 0.102, 'neu': 0.816, 'pos': 0.082, 'compound': -0.9963}",0.134,0.084,0.07400000000000001,0.14800000000000002,0.102,0.162,0.152,0.133,0.09300000000000001,0.08199999999999999,1.0,0.9995,0.9993,-0.9934,-0.9963,120,0.09975062344139653,39,32,19,5,25,1.8920454545454546,2.426829268292683,2.746987951807229,3.550561797752809,16.65,2.70906068162926,0.24573863636363635,0.6463414634146342,0.6385542168674698,0.9550561797752809,2.1625,0.4829592684954281,0.9654699241302133,0.7219308395677473,3.8,0.046875,0.042682926829268296,0.030120481927710843,0.011235955056179775,0.0875,0,0.9770774204739356
Arthur,Arthur,Arthur,1,1413,921,588,376,208,2,2,3,3,3,174,149,126,102,71,0.9993,0.9989,0.9982,0.9966,0.9949,1602,38,0.02372034956304619,16,10,6,5,1,824,394,190,122,72,"{'neg': 0.122, 'neu': 0.733, 'pos': 0.145, 'compound': 1.0}","{'neg': 0.114, 'neu': 0.737, 'pos': 0.149, 'compound': 0.9999}","{'neg': 0.105, 'neu': 0.731, 'pos': 0.164, 'compound': 0.9998}","{'neg': 0.063, 'neu': 0.797, 'pos': 0.14, 'compound': 0.9996}","{'neg': 0.102, 'neu': 0.695, 'pos': 0.203, 'compound': 0.9988}",0.122,0.114,0.105,0.063,0.102,0.145,0.149,0.16399999999999998,0.14,0.203,1.0,0.9999,0.9998,0.9996,0.9988,183,0.11423220973782773,79,32,32,29,11,1.7148058252427185,2.3375634517766497,3.094736842105263,3.081967213114754,19.625,2.1885143570536827,0.2111650485436893,0.37817258883248733,0.6631578947368421,0.8360655737704918,2.4166666666666665,0.3882646691635456,0.0016265300489077825,0.9986677902621721,2.6,0.019417475728155338,0.025380710659898477,0.031578947368421054,0.040983606557377046,0.013888888888888888,1,0.00043081318457075516
The Other Boleyn Girl,The Other Boleyn Girl,"Other-Boleyn-Girl,-The",1,432,618,445,384,290,1,2,2,3,3,127,146,126,119,103,0.9986,0.998,0.9991,0.9993,0.9964,969,36,0.037151702786377715,6,19,3,2,6,269,288,218,126,68,"{'neg': 0.103, 'neu': 0.731, 'pos': 0.165, 'compound': 0.9997}","{'neg': 0.117, 'neu': 0.726, 'pos': 0.157, 'compound': 0.998}","{'neg': 0.086, 'neu': 0.733, 'pos': 0.181, 'compound': 0.9998}","{'neg': 0.057, 'neu': 0.744, 'pos': 0.199, 'compound': 0.9999}","{'neg': 0.059, 'neu': 0.788, 'pos': 0.153, 'compound': 0.9964}",0.10300000000000001,0.11699999999999999,0.086,0.057,0.059000000000000004,0.165,0.157,0.18100000000000002,0.19899999999999998,0.153,0.9997,0.998,0.9998,0.9999,0.9964,72,0.07430340557275543,24,10,17,17,4,1.6059479553903346,2.1458333333333335,2.041284403669725,3.0476190476190474,6.352941176470588,2.238390092879257,0.4721189591078067,0.5069444444444444,0.5779816513761468,0.9444444444444444,1.8676470588235294,0.6408668730650154,0.0010419213022104998,0.9984707946336429,2.2,0.022304832713754646,0.06597222222222222,0.013761467889908258,0.015873015873015872,0.08823529411764706,1,0.001372005830891426
Get Carter,Get Carter,Get-Carter,0,503,143,127,212,158,1,0,0,2,1,138,59,52,70,58,-0.8468,-0.9796,-0.9734,-0.9955,0.6301,681,12,0.01762114537444934,4,3,1,3,1,451,59,56,64,51,"{'neg': 0.095, 'neu': 0.785, 'pos': 0.12, 'compound': -0.6671}","{'neg': 0.153, 'neu': 0.771, 'pos': 0.076, 'compound': -0.9945}","{'neg': 0.157, 'neu': 0.754, 'pos': 0.088, 'compound': -0.9927}","{'neg': 0.177, 'neu': 0.773, 'pos': 0.05, 'compound': -0.9955}","{'neg': 0.095, 'neu': 0.817, 'pos': 0.088, 'compound': 0.6301}",0.095,0.153,0.157,0.177,0.095,0.12,0.076,0.08800000000000001,0.05,0.08800000000000001,-0.6671,-0.9945,-0.9927,-0.9955,0.6301,31,0.04552129221732746,23,2,2,3,1,1.1152993348115299,2.4237288135593222,2.267857142857143,3.3125,9.862745098039216,1.6784140969162995,0.30598669623059865,1.0,0.9285714285714286,1.09375,2.7058823529411766,0.55359765051395,0.6338047036745625,-0.7720859030837005,0.8,0.008869179600886918,0.05084745762711865,0.017857142857142856,0.046875,0.0196078431372549,0,0.6298943708273633
Amelia,Amelia,Amelia,0,957,762,304,283,196,2,3,4,3,1,169,146,90,92,68,0.9999,0.9998,0.9971,0.9620000000000001,0.965,1084,38,0.03505535055350553,19,14,1,3,1,564,336,72,58,54,"{'neg': 0.077, 'neu': 0.742, 'pos': 0.182, 'compound': 1.0}","{'neg': 0.081, 'neu': 0.741, 'pos': 0.177, 'compound': 1.0}","{'neg': 0.09, 'neu': 0.733, 'pos': 0.177, 'compound': 0.9997}","{'neg': 0.087, 'neu': 0.794, 'pos': 0.12, 'compound': 0.9903}","{'neg': 0.056, 'neu': 0.8, 'pos': 0.144, 'compound': 0.965}",0.077,0.081,0.09,0.087,0.055999999999999994,0.182,0.177,0.177,0.12,0.14400000000000002,1.0,1.0,0.9997,0.9903,0.965,43,0.03966789667896679,17,17,4,3,2,1.696808510638298,2.267857142857143,4.222222222222222,4.879310344827586,17.72222222222222,2.3081180811808117,0.299645390070922,0.43452380952380953,1.25,1.5862068965517242,3.1296296296296298,0.5212177121771218,0.017413626847960183,0.9959166051660516,2.6,0.03368794326241135,0.041666666666666664,0.013888888888888888,0.05172413793103448,0.018518518518518517,1,0.013521686285371379
Cirque du Freak: The Vampire's Assistant,Cirque du Freak: The Vampire's Assistant,Cirque-du-Freak-The-Vampire's-Assistant,0,950,936,761,280,333,2,2,2,2,2,156,167,145,98,90,-0.991,-0.9997,-0.9937,0.9786,-0.9515,1929,64,0.03317781233799896,20,23,13,2,6,703,591,416,101,118,"{'neg': 0.121, 'neu': 0.771, 'pos': 0.108, 'compound': -0.9995}","{'neg': 0.138, 'neu': 0.77, 'pos': 0.093, 'compound': -1.0}","{'neg': 0.114, 'neu': 0.794, 'pos': 0.092, 'compound': -0.9996}","{'neg': 0.102, 'neu': 0.763, 'pos': 0.135, 'compound': 0.9973}","{'neg': 0.108, 'neu': 0.799, 'pos': 0.094, 'compound': -0.9941}",0.121,0.138,0.114,0.102,0.10800000000000001,0.10800000000000001,0.09300000000000001,0.092,0.135,0.094,-0.9995,-1.0,-0.9996,0.9973,-0.9941,311,0.1612234318299637,114,88,68,20,21,1.3513513513513513,1.583756345177665,1.8293269230769231,2.772277227722772,8.05084745762712,1.689994815966822,0.22190611664295876,0.2825719120135364,0.3485576923076923,0.9702970297029703,1.3220338983050848,0.34007257646448935,0.785214153209174,-0.8887057024364956,2.0,0.02844950213371266,0.038917089678511,0.03125,0.019801980198019802,0.05084745762711865,0,0.7982429640153429
New York Minute,New York Minute,New-York-Minute,0,643,631,203,166,166,2,2,2,2,1,142,132,69,56,56,0.9933,0.9989,0.9978,0.9670000000000001,0.9455,923,31,0.03358613217768147,16,11,3,1,0,377,388,66,49,43,"{'neg': 0.123, 'neu': 0.733, 'pos': 0.143, 'compound': 0.9974}","{'neg': 0.098, 'neu': 0.757, 'pos': 0.145, 'compound': 0.9997}","{'neg': 0.034, 'neu': 0.715, 'pos': 0.25, 'compound': 0.9994}","{'neg': 0.09, 'neu': 0.749, 'pos': 0.161, 'compound': 0.9903}","{'neg': 0.032, 'neu': 0.883, 'pos': 0.085, 'compound': 0.9842}",0.12300000000000001,0.098,0.034,0.09,0.032,0.14300000000000002,0.145,0.25,0.161,0.085,0.9974,0.9997,0.9994,0.9903,0.9842,61,0.06608884073672806,20,33,2,4,2,1.7055702917771882,1.6262886597938144,3.0757575757575757,3.3877551020408165,14.953488372093023,1.9599133261105093,0.376657824933687,0.3402061855670103,1.0454545454545454,1.1428571428571428,3.302325581395349,0.49295774647887325,0.021018753531073138,0.9923527627302275,1.8,0.042440318302387266,0.028350515463917526,0.045454545454545456,0.02040816326530612,0.0,1,0.006045494189890528
Pandorum,Pandorum,Pandorum,0,1375,940,627,596,578,4,3,3,3,4,166,147,122,133,112,-0.9999,-0.9994,-0.9888,0.9616,-0.993,1829,100,0.05467468562055768,43,25,16,14,2,813,424,218,233,141,"{'neg': 0.115, 'neu': 0.826, 'pos': 0.059, 'compound': -1.0}","{'neg': 0.112, 'neu': 0.822, 'pos': 0.066, 'compound': -0.9999}","{'neg': 0.087, 'neu': 0.846, 'pos': 0.067, 'compound': -0.9986}","{'neg': 0.095, 'neu': 0.803, 'pos': 0.101, 'compound': 0.9944}","{'neg': 0.131, 'neu': 0.769, 'pos': 0.1, 'compound': -0.9991}",0.115,0.11199999999999999,0.087,0.095,0.131,0.059000000000000004,0.066,0.067,0.10099999999999999,0.1,-1.0,-0.9999,-0.9986,0.9944,-0.9991,223,0.12192454893384365,72,81,22,34,14,1.6912669126691267,2.2169811320754715,2.876146788990826,2.5579399141630903,9.75177304964539,2.2504100601421544,0.20418204182041821,0.3466981132075472,0.5596330275229358,0.5708154506437768,1.177304964539007,0.3717878622197922,0.7827609239097211,-0.7480496992892289,3.4,0.05289052890528905,0.0589622641509434,0.07339449541284404,0.060085836909871244,0.014184397163120567,0,0.7975201680208469
The Hudsucker Proxy,The Hudsucker Proxy,"Hudsucker-Proxy,-The",0,976,593,583,217,238,4,5,4,3,4,157,121,115,65,70,0.9998,0.9984,0.9971,0.986,0.9942,772,40,0.05181347150259067,17,3,13,5,2,316,163,187,69,37,"{'neg': 0.087, 'neu': 0.75, 'pos': 0.162, 'compound': 1.0}","{'neg': 0.082, 'neu': 0.793, 'pos': 0.125, 'compound': 0.9998}","{'neg': 0.12, 'neu': 0.714, 'pos': 0.166, 'compound': 0.9971}","{'neg': 0.026, 'neu': 0.863, 'pos': 0.112, 'compound': 0.986}","{'neg': 0.055, 'neu': 0.799, 'pos': 0.146, 'compound': 0.9985}",0.087,0.08199999999999999,0.12,0.026000000000000002,0.055,0.162,0.125,0.166,0.11199999999999999,0.146,1.0,0.9998,0.9971,0.986,0.9985,75,0.09715025906735753,32,26,6,3,8,3.088607594936709,3.638036809815951,3.1176470588235294,3.1449275362318843,26.37837837837838,3.376943005181347,0.49683544303797467,0.7423312883435583,0.6149732620320856,0.9420289855072463,4.243243243243243,0.6839378238341969,0.004911211663123472,0.9973485751295336,4.0,0.05379746835443038,0.018404907975460124,0.06951871657754011,0.07246376811594203,0.05405405405405406,1,0.005244196792646146
Frankenweenie,Frankenweenie,Frankenweenie,1,242,155,221,115,124,0,1,2,1,2,83,68,71,38,56,0.9798,0.9969,0.9939,0.993,0.6232,420,3,0.0071428571428571435,1,1,1,0,0,191,76,82,38,33,"{'neg': 0.105, 'neu': 0.756, 'pos': 0.139, 'compound': 0.9984}","{'neg': 0.041, 'neu': 0.713, 'pos': 0.246, 'compound': 0.9969}","{'neg': 0.069, 'neu': 0.761, 'pos': 0.17, 'compound': 0.9939}","{'neg': 0.105, 'neu': 0.583, 'pos': 0.311, 'compound': 0.993}","{'neg': 0.086, 'neu': 0.79, 'pos': 0.124, 'compound': 0.6232}",0.105,0.040999999999999995,0.069,0.105,0.086,0.139,0.24600000000000002,0.17,0.311,0.124,0.9984,0.9969,0.9939,0.993,0.6232,39,0.09285714285714286,8,17,8,3,3,1.2670157068062826,2.039473684210526,2.6951219512195124,3.026315789473684,7.333333333333333,2.0404761904761903,0.43455497382198954,0.8947368421052632,0.8658536585365854,1.0,2.515151515151515,0.7523809523809524,0.14719731791034782,0.9588228571428572,1.2,0.005235602094240838,0.013157894736842105,0.012195121951219513,0.0,0.0,1,0.14895287039866
Serenity,Serenity,Serenity,1,1217,717,439,631,424,3,4,3,4,3,165,138,111,119,110,-0.9990000000000001,-0.9987,-0.9775,-0.9989,-0.9934,1226,52,0.04241435562805873,16,15,5,8,8,573,257,133,150,113,"{'neg': 0.117, 'neu': 0.787, 'pos': 0.096, 'compound': -0.9999}","{'neg': 0.143, 'neu': 0.752, 'pos': 0.105, 'compound': -0.9997}","{'neg': 0.102, 'neu': 0.811, 'pos': 0.088, 'compound': -0.997}","{'neg': 0.139, 'neu': 0.779, 'pos': 0.082, 'compound': -0.9997}","{'neg': 0.106, 'neu': 0.829, 'pos': 0.066, 'compound': -0.9992}",0.11699999999999999,0.14300000000000002,0.102,0.139,0.106,0.096,0.105,0.08800000000000001,0.08199999999999999,0.066,-0.9999,-0.9997,-0.997,-0.9997,-0.9992,121,0.09869494290375204,39,27,5,31,19,2.1239092495636998,2.78988326848249,3.300751879699248,4.206666666666667,10.769911504424778,2.796084828711256,0.2879581151832461,0.5369649805447471,0.8345864661654135,0.7933333333333333,1.4601769911504425,0.5244698205546493,0.008275989366837062,-0.9960763458401306,3.4,0.027923211169284468,0.058365758754863814,0.03759398496240601,0.05333333333333334,0.07079646017699115,-1,0.0010751744044572586
The Ugly Truth,The Ugly Truth,"Ugly-Truth,-The",1,934,980,243,248,152,2,2,1,3,3,159,165,71,78,53,0.9999,0.9995,0.9992,0.9867,0.9378,1358,43,0.03166421207658321,19,16,2,4,2,574,589,87,72,36,"{'neg': 0.106, 'neu': 0.712, 'pos': 0.181, 'compound': 1.0}","{'neg': 0.129, 'neu': 0.702, 'pos': 0.17, 'compound': 0.9999}","{'neg': 0.069, 'neu': 0.646, 'pos': 0.285, 'compound': 0.9999}","{'neg': 0.085, 'neu': 0.778, 'pos': 0.138, 'compound': 0.9984}","{'neg': 0.093, 'neu': 0.758, 'pos': 0.149, 'compound': 0.9817}",0.106,0.129,0.069,0.085,0.09300000000000001,0.18100000000000002,0.17,0.285,0.138,0.149,1.0,0.9999,0.9999,0.9984,0.9817,65,0.04786450662739323,32,19,5,7,2,1.627177700348432,1.66383701188455,2.793103448275862,3.4444444444444446,25.944444444444443,1.8829160530191458,0.2770034843205575,0.2801358234295416,0.8160919540229885,1.0833333333333333,4.416666666666667,0.3873343151693667,0.023932856076949966,0.9973355670103092,2.2,0.033101045296167246,0.027164685908319185,0.022988505747126436,0.05555555555555555,0.05555555555555555,1,0.007164747029728258
Star Trek: Generations,Star Trek: Generations,Star-Trek-Generations,1,540,345,385,334,347,3,3,6,3,4,141,104,85,94,107,0.995,-0.897,0.5787,-0.9938,-0.8731,651,23,0.03533026113671275,11,2,4,2,4,226,113,108,98,106,"{'neg': 0.088, 'neu': 0.786, 'pos': 0.126, 'compound': 0.9994}","{'neg': 0.0, 'neu': 0.0, 'pos': 0.0, 'compound': 0.0}","{'neg': 0.123, 'neu': 0.741, 'pos': 0.136, 'compound': 0.5787}","{'neg': 0.11, 'neu': 0.834, 'pos': 0.056, 'compound': -0.9996}","{'neg': 0.094, 'neu': 0.802, 'pos': 0.104, 'compound': -0.8731}",0.08800000000000001,0.0,0.12300000000000001,0.11,0.094,0.126,0.0,0.136,0.055999999999999994,0.10400000000000001,0.9994,0.0,0.5787,-0.9996,-0.8731,34,0.052227342549923186,23,0,1,9,1,2.3893805309734515,3.0530973451327434,3.564814814814815,3.4081632653061225,5.09433962264151,2.996927803379416,0.6238938053097345,0.9203539823008849,0.7870370370370371,0.9591836734693877,1.330188679245283,0.815668202764977,0.8480748235857494,-0.006040552995391685,3.8,0.048672566371681415,0.017699115044247787,0.037037037037037035,0.02040816326530612,0.03773584905660377,0,0.7845814155331491
Water for Elephants,Water for Elephants,Water-for-Elephants,1,1088,1068,758,372,334,3,4,3,2,4,167,151,153,97,96,0.9996,0.9999,0.9999,0.8595,0.9936,1719,78,0.045375218150087264,31,22,15,2,8,621,536,367,116,79,"{'neg': 0.096, 'neu': 0.771, 'pos': 0.133, 'compound': 1.0}","{'neg': 0.095, 'neu': 0.744, 'pos': 0.161, 'compound': 1.0}","{'neg': 0.082, 'neu': 0.737, 'pos': 0.181, 'compound': 1.0}","{'neg': 0.097, 'neu': 0.811, 'pos': 0.092, 'compound': 0.9694}","{'neg': 0.089, 'neu': 0.765, 'pos': 0.147, 'compound': 0.9984}",0.096,0.095,0.08199999999999999,0.09699999999999999,0.08900000000000001,0.133,0.161,0.18100000000000002,0.092,0.147,1.0,1.0,1.0,0.9694,0.9984,441,0.25654450261780104,122,162,112,21,24,1.752012882447665,1.992537313432836,2.0653950953678475,3.206896551724138,13.772151898734178,2.10587550901687,0.2689210950080515,0.28171641791044777,0.41689373297002724,0.8362068965517241,2.1139240506329116,0.38627108784176845,0.055552029665890686,0.9900277486910997,3.2,0.0499194847020934,0.041044776119402986,0.04087193460490463,0.017241379310344827,0.10126582278481013,1,0.012095883597323493
Enough,Enough,Enough,1,903,739,381,405,362,2,2,2,2,2,152,158,99,116,112,0.9996,0.9938,0.9967,-0.9882,0.9988,1141,24,0.021034180543383,9,7,1,3,4,449,319,135,126,112,"{'neg': 0.109, 'neu': 0.732, 'pos': 0.159, 'compound': 1.0}","{'neg': 0.09, 'neu': 0.795, 'pos': 0.115, 'compound': 0.9984}","{'neg': 0.06, 'neu': 0.817, 'pos': 0.123, 'compound': 0.9998}","{'neg': 0.119, 'neu': 0.779, 'pos': 0.103, 'compound': -0.9987}","{'neg': 0.078, 'neu': 0.74, 'pos': 0.182, 'compound': 0.9997}",0.109,0.09,0.06,0.11900000000000001,0.078,0.159,0.115,0.12300000000000001,0.10300000000000001,0.182,1.0,0.9984,0.9998,-0.9987,0.9997,104,0.09114811568799297,20,45,13,14,12,2.0111358574610243,2.316614420062696,2.8222222222222224,3.2142857142857144,8.0625,2.4452234881682733,0.33853006681514475,0.4952978056426332,0.7333333333333333,0.9206349206349206,1.3571428571428572,0.558282208588957,0.7941725344029471,0.7780451358457493,2.0,0.0200445434298441,0.0219435736677116,0.007407407407407408,0.023809523809523808,0.03571428571428571,0,0.799270198618715
Rush,Rush,Rush,1,680,641,270,205,190,2,2,3,2,3,159,161,86,78,68,-0.9684,0.9917,0.9879,0.9865,0.9731,891,30,0.03367003367003367,9,12,3,4,2,363,330,85,60,53,"{'neg': 0.126, 'neu': 0.757, 'pos': 0.116, 'compound': -0.9974}","{'neg': 0.0, 'neu': 0.0, 'pos': 0.0, 'compound': 0.0}","{'neg': 0.073, 'neu': 0.786, 'pos': 0.142, 'compound': 0.9879}","{'neg': 0.108, 'neu': 0.715, 'pos': 0.177, 'compound': 0.9865}","{'neg': 0.106, 'neu': 0.741, 'pos': 0.153, 'compound': 0.9921}",0.126,0.0,0.073,0.10800000000000001,0.106,0.11599999999999999,0.0,0.142,0.177,0.153,-0.9974,0.0,0.9879,0.9865,0.9921,25,0.02805836139169473,15,0,1,5,4,1.8732782369146006,1.9424242424242424,3.176470588235294,3.4166666666666665,12.830188679245284,2.228956228956229,0.4380165289256198,0.48787878787878786,1.011764705882353,1.3,3.0,0.6195286195286195,0.7813052146248609,0.19132166105499443,2.4,0.024793388429752067,0.03636363636363636,0.03529411764705882,0.06666666666666667,0.03773584905660377,0,0.7940688720759679
Angel Eyes,Angel Eyes,Angel-Eyes,0,759,496,194,196,153,1,1,1,1,3,154,135,81,69,53,0.9994,-0.9981,0.9890000000000001,-0.9783,0.9008,1469,32,0.021783526208304968,16,12,1,1,2,787,453,97,84,48,"{'neg': 0.122, 'neu': 0.725, 'pos': 0.153, 'compound': 0.9999}","{'neg': 0.0, 'neu': 0.0, 'pos': 0.0, 'compound': 0.0}","{'neg': 0.067, 'neu': 0.797, 'pos': 0.137, 'compound': 0.997}","{'neg': 0.0, 'neu': 0.0, 'pos': 0.0, 'compound': 0.0}","{'neg': 0.1, 'neu': 0.754, 'pos': 0.145, 'compound': 0.9687}",0.122,0.0,0.067,0.0,0.1,0.153,0.0,0.13699999999999998,0.0,0.145,0.9999,0.0,0.997,0.0,0.9687,41,0.027910142954390742,31,0,7,0,3,0.9644218551461246,1.0949227373068433,2.0,2.3333333333333335,15.8125,1.2239618788291355,0.19567979669631513,0.2980132450331126,0.8350515463917526,0.8214285714285714,3.2083333333333335,0.3349217154526889,0.9565558773014778,0.26642797821647374,1.4,0.020330368487928845,0.026490066225165563,0.010309278350515464,0.011904761904761904,0.041666666666666664,0,0.48440314367270576
The Thing,The Thing,"Thing,-The",0,601,316,287,257,230,1,1,2,2,2,137,98,90,89,72,-0.9924,-0.9993,-0.9813,0.9179,-0.9838,736,34,0.04619565217391304,14,8,5,2,5,338,135,108,98,57,"{'neg': 0.09, 'neu': 0.837, 'pos': 0.073, 'compound': -0.9995}","{'neg': 0.199, 'neu': 0.731, 'pos': 0.07, 'compound': -0.9998}","{'neg': 0.089, 'neu': 0.862, 'pos': 0.049, 'compound': -0.9975}","{'neg': 0.078, 'neu': 0.828, 'pos': 0.093, 'compound': 0.9179}","{'neg': 0.114, 'neu': 0.834, 'pos': 0.052, 'compound': -0.9956}",0.09,0.19899999999999998,0.08900000000000001,0.078,0.114,0.073,0.07,0.049,0.09300000000000001,0.052000000000000005,-0.9995,-0.9998,-0.9975,0.9179,-0.9956,39,0.052989130434782615,25,5,6,1,2,1.7781065088757397,2.3407407407407406,2.6574074074074074,2.622448979591837,10.543859649122806,2.297554347826087,0.40532544378698226,0.725925925925926,0.8333333333333334,0.9081632653061225,2.4035087719298245,0.6603260869565217,0.7628667181100509,-0.7370101902173912,1.6,0.04142011834319527,0.05925925925925926,0.046296296296296294,0.02040816326530612,0.08771929824561403,0,0.7664014953012553
