,Processed Title,Release Date,Year,imdb_id,has_synopsis,has_plot,new_title
Beyond the Valley of the Dolls,Beyond-the-Valley-of-the-Dolls,"Jan 1, 1970",1970,0065466,YES,YES,Beyond-the-Valley-of-the-Dolls
Love Me Tender,Love-Me-Tender,"Jan 1, 1956",1956,0049452,NO,YES,Love-Me-Tender
Unfriended: Dark Web,Unfriended-Dark-Web,"Jul 20, 2018",2018,9371424,NO,NO,Unfriended-Dark-Web
Sands of Iwo Jima,Sands-of-Iwo-Jima,"Dec 14, 1949",1949,0041841,YES,YES,Sands-of-Iwo-Jima
The Green Inferno,"Green-Inferno,-The","Sep 25, 2015",2015,5075980,NO,NO,"Green-Inferno,-The"
I Am Not Your Negro,I-Am-Not-Your-Negro,"Feb 3, 2017",2017,4647646,NO,YES,I-Am-Not-Your-Negro
The Sessions,"Sessions,-The","Oct 19, 2012",2012,1965217,NO,YES,"Sessions,-The"
Shine a Light,Shine-a-Light,"Apr 4, 2008",2008,1219452,NO,NO,Shine-a-Light
October Baby,October-Baby,"Mar 23, 2012",2012,3006482,NO,NO,October-Baby
The Skeleton Twins,"Skeleton-Twins,-The","Sep 12, 2014",2014,4973626,NO,NO,"Skeleton-Twins,-The"
20 Feet From Stardom,20-Feet-From-Stardom,"Jun 14, 2013",2013,3009452,NO,NO,20-Feet-From-Stardom
"Food, Inc.","Food,-Inc.","Jun 12, 2009",2009,1534681,NO,NO,"Food,-Inc."
An Inconvenient Sequel,An-Inconvenient-Sequel,"Jul 28, 2017",2017,6322922,NO,YES,An-Inconvenient-Sequel
Next Stop Wonderland,Next-Stop-Wonderland,"Aug 21, 1998",1998,0119778,YES,YES,Next-Stop-Wonderland
Obvious Child,Obvious-Child,"Jun 6, 2014",2014,3469604,NO,YES,Obvious-Child
Martha Marcy May Marlene,Martha-Marcy-May-Marlene,"Oct 21, 2011",2011,2305443,NO,NO,Martha-Marcy-May-Marlene
Junebug,Junebug,"Aug 3, 2005",2005,7353644,NO,NO,Junebug
Frozen River,Frozen-River,"Aug 1, 2008",2008,1503970,NO,NO,Frozen-River
Sidewalks of New York,Sidewalks-of-New-York,"Nov 21, 2001",2001,7258212,NO,NO,Sidewalks-of-New-York
Two Girls and a Guy,Two-Girls-and-a-Guy,"Apr 24, 1998",1998,6176606,NO,NO,Two-Girls-and-a-Guy
The Broken Hearts Club: A Romantic Comedy,"Broken-Hearts-Club-A-Romantic-Comedy,-The","Sep 29, 2000",2000,0222850,NO,YES,"Broken-Hearts-Club-A-Romantic-Comedy,-The"
Who Killed the Electric Car?,Who-Killed-the-Electric-Car?,"Jun 28, 2006",2006,2135318,NO,NO,Who-Killed-the-Electric-Car
The Secrets of Jonathan Sperry,"Secrets-of-Jonathan-Sperry,-The","Sep 18, 2009",2009,NO ID FOUND,NO,NO,"Secrets-of-Jonathan-Sperry,-The"
Walking and Talking,Walking-and-Talking,"Jul 17, 1996",1996,6154588,NO,NO,Walking-and-Talking
Bubba Ho-Tep,Bubba-Ho-Tep,"Sep 19, 2003",2003,NO ID FOUND,NO,NO,Bubba-Ho-Tep
No Man's Land,No-Man's-Land,"Dec 7, 2001",2001,0141907,NO,YES,No-Man's-Land
Slam,Slam,"Oct 9, 1998",1998,0763458,NO,YES,Slam
Visages villages,Visages-villages,"Oct 6, 2017",2017,5598102,NO,YES,Visages-villages
Brigham City,Brigham-City,"Apr 6, 2001",2001,0268200,NO,YES,Brigham-City
Patti Cake$,Patti-Cake$,"Aug 18, 2017",2017,8879848,NO,NO,Patti-Cake$
Panic,Panic,"Dec 1, 2000",2000,0315106,NO,NO,Panic
Palo Alto,Palo-Alto,"May 9, 2014",2014,4811174,NO,YES,Palo-Alto
Fiza,Fiza,"Sep 8, 2000",2000,0248012,NO,YES,Fiza
Ajami,Ajami,"Feb 3, 2010",2010,1601694,NO,YES,Ajami
Orgazmo,Orgazmo,"Oct 23, 1998",1998,NO ID FOUND,NO,NO,Orgazmo
The Future,"Future,-The","Jul 29, 2011",2011,6562316,NO,YES,"Future,-The"
All the Real Girls,All-the-Real-Girls,"Feb 14, 2003",2003,0299458,YES,YES,All-the-Real-Girls
23 Blast,23-Blast,"Oct 24, 2014",2014,2304459,NO,YES,23-Blast
Dream With The Fishes,Dream-With-The-Fishes,"Jun 20, 1997",1997,6166212,NO,NO,Dream-With-The-Fishes
The Act of Killing,"Act-of-Killing,-The","Jul 19, 2013",2013,7822258,NO,NO,"Act-of-Killing,-The"
Blue Car,Blue-Car,"May 2, 2003",2003,1890726,NO,YES,Blue-Car
Wristcutters: A Love Story,Wristcutters-A-Love-Story,"Oct 19, 2007",2007,1139036,NO,NO,Wristcutters-A-Love-Story
Luminarias,Luminarias,"May 5, 2000",2000,0160498,NO,YES,Luminarias
I Origins,I-Origins,"Jul 18, 2014",2014,7041328,NO,NO,I-Origins
Antarctica: A Year on Ice,Antarctica-A-Year-on-Ice,"Nov 28, 2014",2014,NO ID FOUND,NO,NO,Antarctica-A-Year-on-Ice
The Battle of Shaker Heights,"Battle-of-Shaker-Heights,-The","Aug 22, 2003",2003,0357470,NO,YES,"Battle-of-Shaker-Heights,-The"
Taxi to the Dark Side,Taxi-to-the-Dark-Side,"Jan 18, 2008",2008,1194397,NO,NO,Taxi-to-the-Dark-Side
The Invitation,"Invitation,-The","Apr 8, 2016",2016,9289182,NO,NO,"Invitation,-The"
Guiana 1838,Guiana-1838,"Sep 24, 2004",2004,0428609,NO,YES,Guiana-1838
Love Liza,Love-Liza,"Dec 30, 2002",2002,0282698,NO,YES,Love-Liza
Once in a Lifetime: the Extraordinary Story of the New York Cosmos,Once-in-a-Lifetime-the-Extraordinary-Story-of-the-New-York-Cosmos,"Jul 7, 2006",2006,0489247,NO,YES,Once-in-a-Lifetime-the-Extraordinary-Story-of-the-New-York-Cosmos
Lisa Picard is Famous,Lisa-Picard-is-Famous,"Aug 22, 2001",2001,NO ID FOUND,NO,NO,Lisa-Picard-is-Famous
Beyond the Brick: A LEGO Brickumentary,Beyond-the-Brick-A-LEGO-Brickumentary,"Jul 31, 2015",2015,NO ID FOUND,NO,NO,Beyond-the-Brick-A-LEGO-Brickumentary
The House of the Devil,"House-of-the-Devil,-The","Oct 30, 2009",2009,1565902,NO,YES,"House-of-the-Devil,-The"
Hardflip,Hardflip,"Jun 1, 2012",2012,1907639,YES,YES,Hardflip
Creative Control,Creative-Control,"Mar 11, 2016",2016,NO ID FOUND,NO,NO,Creative-Control
Chocolate: Deep Dark Secrets,Chocolate-Deep-Dark-Secrets,"Sep 16, 2005",2005,0454431,NO,YES,Chocolate-Deep-Dark-Secrets
The Perfect Host,"Perfect-Host,-The","Jul 1, 2011",2011,1925084,NO,YES,"Perfect-Host,-The"
The Last Big Thing,"Last-Big-Thing,-The","Sep 25, 1998",1998,NO ID FOUND,NO,NO,"Last-Big-Thing,-The"
Safe Men,Safe-Men,"Aug 7, 1998",1998,0120813,NO,YES,Safe-Men
Speedway Junky,Speedway-Junky,"Aug 31, 2001",2001,NO ID FOUND,NO,NO,Speedway-Junky
Hits,Hits,"Feb 13, 2015",2015,4792258,NO,YES,Hits
The Specials,"Specials,-The","Sep 22, 2000",2000,0172495,YES,YES,"Specials,-The"
16 to Life,16-to-Life,"Sep 3, 2010",2010,2317445,NO,YES,16-to-Life
Alone with Her,Alone-with-Her,"Jan 17, 2007",2007,4468346,NO,NO,Alone-with-Her
Camp X-Ray,Camp-X-Ray,"Oct 17, 2014",2014,2994190,YES,YES,Camp-X-Ray
Special,Special,"Nov 21, 2008",2008,6185608,NO,NO,Special
The Sisterhood of Night,"Sisterhood-of-Night,-The","Apr 10, 2015",2015,NO ID FOUND,NO,NO,"Sisterhood-of-Night,-The"
Sparkler,Sparkler,"Mar 19, 1999",1999,NO ID FOUND,NO,NO,Sparkler
The Helixâ¦Loaded,"Helixâ¦Loaded,-The","Mar 18, 2005",2005,0401462,YES,YES,"Helixâ¦Loaded,-The"
Childless,Childless,"May 15, 2015",2015,NO ID FOUND,NO,NO,Childless
In Her Line of Fire,In-Her-Line-of-Fire,"Apr 21, 2006",2006,0487156,NO,YES,In-Her-Line-of-Fire
The Jimmy Show,"Jimmy-Show,-The","Dec 13, 2002",2002,4669036,NO,NO,"Jimmy-Show,-The"
Heli,Heli,"Dec 31, 2013",2013,7697458,NO,YES,Heli
Karachi se Lahore,Karachi-se-Lahore,"Dec 31, 2015",2015,4590482,NO,YES,Karachi-se-Lahore
Loving Annabelle,Loving-Annabelle,"Dec 31, 2006",2006,0323120,NO,YES,Loving-Annabelle
American Hero,American-Hero,"Dec 11, 2015",2015,4922068,NO,YES,American-Hero
Frat Party,Frat-Party,"Dec 1, 2009",2009,1431419,NO,NO,Frat-Party
Jimmy and Judy,Jimmy-and-Judy,"Sep 15, 2006",2006,0425151,YES,YES,Jimmy-and-Judy
The Party's Over,"Party's-Over,-The","Oct 24, 2003",2003,NO ID FOUND,NO,NO,"Party's-Over,-The"
The Poker House,"Poker-House,-The","Jul 17, 2009",2009,NO ID FOUND,NO,NO,"Poker-House,-The"
Proud,Proud,"Sep 23, 2005",2005,0448090,NO,YES,Proud
Steppin: The Movie,Steppin-The-Movie,"Dec 31, 2008",2008,NO ID FOUND,NO,NO,Steppin-The-Movie
Zombies of Mass Destruction,Zombies-of-Mass-Destruction,"Jan 29, 2010",2010,NO ID FOUND,NO,NO,Zombies-of-Mass-Destruction
Snow White: A Deadly Summer,Snow-White-A-Deadly-Summer,"Mar 20, 2012",2012,2149137,NO,YES,Snow-White-A-Deadly-Summer
Truth or Die,Truth-or-Die,"Oct 9, 2012",2012,2083379,NO,YES,Truth-or-Die
Black Rock,Black-Rock,"May 14, 2013",2013,3432990,NO,YES,Black-Rock
Hidden Away,Hidden-Away,"Jan 7, 2014",2014,3289362,NO,YES,Hidden-Away
My Last Day Without You,My-Last-Day-Without-You,"Oct 4, 2013",2013,NO ID FOUND,NO,NO,My-Last-Day-Without-You
Zombie Hunter,Zombie-Hunter,"Oct 8, 2013",2013,2796452,NO,YES,Zombie-Hunter
Doc Holliday's Revenge,Doc-Holliday's-Revenge,"Dec 31, 2014",2014,3359872,NO,YES,Doc-Holliday's-Revenge
A Fine Step,A-Fine-Step,"Jun 24, 2014",2014,1604100,NO,YES,A-Fine-Step
Fear Clinic,Fear-Clinic,"Feb 10, 2015",2015,4571816,NO,NO,Fear-Clinic
The Pet,"Pet,-The","Mar 10, 2015",2015,5123952,NO,YES,"Pet,-The"
Bang Bang Baby,Bang-Bang-Baby,"Dec 31, 2014",2014,4133306,NO,YES,Bang-Bang-Baby
Hush,Hush,"Apr 8, 2016",2016,6076682,NO,YES,Hush
1982,1982,"Mar 1, 2016",2016,5983686,NO,YES,1982
The Horror Network,"Horror-Network,-The","Oct 27, 2015",2015,3034146,NO,YES,"Horror-Network,-The"
Chemical Cut,Chemical-Cut,"Dec 31, 2016",2016,3406296,NO,YES,Chemical-Cut
Por amor en el caserio,Por-amor-en-el-caserio,"Dec 22, 2015",2015,NO ID FOUND,NO,NO,Por-amor-en-el-caserio
And Then Came Love,And-Then-Came-Love,"Jun 1, 2007",2007,0825346,YES,YES,And-Then-Came-Love
Hard Candy,Hard-Candy,"Apr 14, 2006",2006,1159209,NO,NO,Hard-Candy
Charly,Charly,"Sep 27, 2002",2002,0270707,NO,YES,Charly
Banshee Chapter,Banshee-Chapter,"Jan 10, 2014",2014,NO ID FOUND,NO,NO,Banshee-Chapter
Jesse,Jesse,"Aug 12, 2014",2014,3637834,NO,YES,Jesse
Ask Me Anything,Ask-Me-Anything,"Mar 3, 2015",2015,5512760,NO,NO,Ask-Me-Anything
L!fe Happens,L!fe-Happens,"Apr 13, 2012",2012,NO ID FOUND,NO,NO,L!fe-Happens
Lowriders,Lowriders,"May 12, 2017",2017,6597178,NO,NO,Lowriders
Food Chains,Food-Chains,"Nov 21, 2014",2014,2632784,NO,YES,Food-Chains
On the Waterfront,On-the-Waterfront,"Jul 28, 1954",1954,0047296,YES,YES,On-the-Waterfront
Fruitvale Station,Fruitvale-Station,"Jul 12, 2013",2013,7040060,NO,NO,Fruitvale-Station
Meet the Blacks,Meet-the-Blacks,"Apr 1, 2016",2016,7040902,NO,NO,Meet-the-Blacks
"4 luni, 3 saptamani si 2 zile","4-luni,-3-saptamani-si-2-zile","Jan 25, 2008",2008,NO ID FOUND,NO,NO,"4-luni,-3-saptamani-si-2-zile"
Circumstance,Circumstance,"Aug 26, 2011",2011,2138001,NO,NO,Circumstance
The Quiet,"Quiet,-The","Aug 25, 2006",2006,0384712,NO,YES,"Quiet,-The"
The Giant Mechanical Man,"Giant-Mechanical-Man,-The","Apr 27, 2012",2012,1769363,NO,YES,"Giant-Mechanical-Man,-The"
The Brass Teapot,"Brass-Teapot,-The","Apr 5, 2013",2013,NO ID FOUND,NO,NO,"Brass-Teapot,-The"
40 Weeks,40-Weeks,"Dec 31, 2014",2014,3513086,NO,YES,40-Weeks
Le bonheur d'Elza,Le-bonheur-d'Elza,"May 5, 2015",2015,NO ID FOUND,NO,NO,Le-bonheur-d'Elza
Bambi,Bambi,"Aug 13, 1942",1942,0034492,YES,YES,Bambi
"For a Good Time, Call","For-a-Good-Time,-Call","Aug 31, 2012",2012,1996264,YES,YES,"For-a-Good-Time,-Call"
Latter Days,Latter-Days,"Jan 30, 2004",2004,NO ID FOUND,NO,NO,Latter-Days
The Hammer,"Hammer,-The","Mar 21, 2008",2008,0819755,YES,YES,"Hammer,-The"
Windsor Drive,Windsor-Drive,"Aug 28, 2015",2015,2311428,NO,YES,Windsor-Drive
Harrison Montgomery,Harrison-Montgomery,"Dec 31, 2008",2008,0870118,NO,YES,Harrison-Montgomery
Celeste and Jesse Forever,Celeste-and-Jesse-Forever,"Aug 3, 2012",2012,1405365,NO,YES,Celeste-and-Jesse-Forever
Time Changer,Time-Changer,"Oct 25, 2002",2002,0295725,YES,YES,Time-Changer
London to Brighton,London-to-Brighton,"Aug 11, 2009",2009,NO ID FOUND,NO,NO,London-to-Brighton
Crying With Laughter,Crying-With-Laughter,"Dec 31, 2009",2009,1349478,NO,YES,Crying-With-Laughter
Billy Jack,Billy-Jack,"Jan 1, 1971",1971,0066832,YES,YES,Billy-Jack
Jodaeiye Nader az Simin,Jodaeiye-Nader-az-Simin,"Dec 30, 2011",2011,1832382,YES,YES,Jodaeiye-Nader-az-Simin
Welcome to the Dollhouse,Welcome-to-the-Dollhouse,"May 10, 1996",1996,6154552,NO,NO,Welcome-to-the-Dollhouse
Raising Victor Vargas,Raising-Victor-Vargas,"Mar 28, 2003",2003,NO ID FOUND,NO,NO,Raising-Victor-Vargas
Ruby in Paradise,Ruby-in-Paradise,"Oct 1, 1993",1993,6130308,NO,NO,Ruby-in-Paradise
Pandora's Box,Pandora's-Box,"Aug 9, 2002",2002,0684742,NO,YES,Pandora's-Box
Cama adentro,Cama-adentro,"Jul 18, 2007",2007,NO ID FOUND,NO,NO,Cama-adentro
Deterrence,Deterrence,"Mar 10, 2000",2000,0701677,NO,NO,Deterrence
The Mudge Boy,"Mudge-Boy,-The","May 7, 2004",2004,NO ID FOUND,NO,NO,"Mudge-Boy,-The"
The Young Unknowns,"Young-Unknowns,-The","Apr 11, 2003",2003,NO ID FOUND,NO,NO,"Young-Unknowns,-The"
DÃ¸d snÃ¸,DÃ¸d-snÃ¸,"Jun 19, 2009",2009,NO ID FOUND,NO,NO,DÃ¸d-snÃ¸
Not Cool,Not-Cool,"Sep 19, 2014",2014,2139555,NO,YES,Not-Cool
Kill List,Kill-List,"Feb 3, 2012",2012,2822394,NO,YES,Kill-List
Vessel,Vessel,"Jan 9, 2015",2015,4530876,NO,YES,Vessel
Saints and Soldiers,Saints-and-Soldiers,"Aug 6, 2004",2004,NO ID FOUND,NO,NO,Saints-and-Soldiers
American Graffiti,American-Graffiti,"Aug 11, 1973",1973,0069704,YES,YES,American-Graffiti
Iraq for Sale: The War Profiteers,Iraq-for-Sale-The-War-Profiteers,"Sep 8, 2006",2006,0815181,NO,YES,Iraq-for-Sale-The-War-Profiteers
Kevin Hart: Laugh at My Pain,Kevin-Hart-Laugh-at-My-Pain,"Sep 9, 2011",2011,1999192,YES,YES,Kevin-Hart-Laugh-at-My-Pain
Aqua Teen Hunger Force Colon Movie Film for Theaters,Aqua-Teen-Hunger-Force-Colon-Movie-Film-for-Theaters,"Apr 13, 2007",2007,1161941,NO,NO,Aqua-Teen-Hunger-Force-Colon-Movie-Film-for-Theaters
Safety Not Guaranteed,Safety-Not-Guaranteed,"Jun 8, 2012",2012,2579270,NO,YES,Safety-Not-Guaranteed
The Innkeepers,"Innkeepers,-The","Feb 3, 2012",2012,2348492,NO,NO,"Innkeepers,-The"
Il conformista,Il-conformista,"Aug 29, 2014",2014,NO ID FOUND,NO,NO,Il-conformista
Interview with the Assassin,Interview-with-the-Assassin,"Nov 15, 2002",2002,0308411,NO,YES,Interview-with-the-Assassin
Undead,Undead,"Jul 1, 2005",2005,0453540,NO,YES,Undead
Donkey Punch,Donkey-Punch,"Jan 23, 2009",2009,1476251,NO,NO,Donkey-Punch
All the Boys Love Mandy Lane,All-the-Boys-Love-Mandy-Lane,"Oct 11, 2013",2013,NO ID FOUND,NO,NO,All-the-Boys-Love-Mandy-Lane
Destiny,Destiny,"Dec 31, 2014",2014,NO ID FOUND,NO,NO,Destiny
Bled,Bled,"Apr 7, 2009",2009,1443376,NO,YES,Bled
Adulterers,Adulterers,"Jan 5, 2016",2016,NO ID FOUND,NO,NO,Adulterers
La mariÃ©e Ã©tait en noir ,La-mariÃ©e-Ã©tait-en-noir-,"Jun 25, 1968",1968,NO ID FOUND,NO,NO,La-mariÃ©e-Ã©tait-en-noir-
High Noon,High-Noon,"Jul 24, 1952",1952,0044706,YES,YES,High-Noon
Hoop Dreams,Hoop-Dreams,"Oct 14, 1994",1994,6130648,NO,NO,Hoop-Dreams
Rize,Rize,"Jun 24, 2005",2005,0479726,NO,YES,Rize
Half Nelson,Half-Nelson,"Aug 11, 2006",2006,0836480,NO,NO,Half-Nelson
L.I.E.,L.I.E.,"Sep 7, 2001",2001,6033922,NO,NO,L.I.E.
Columbus,Columbus,"Aug 4, 2017",2017,6771082,NO,NO,Columbus
Naturally Native,Naturally-Native,"Oct 8, 1999",1999,NO ID FOUND,NO,NO,Naturally-Native
B-Girl,B-Girl,"Jan 26, 2010",2010,NO ID FOUND,NO,NO,B-Girl
Walter,Walter,"Mar 13, 2015",2015,9594776,NO,NO,Walter
Hav Plenty,Hav-Plenty,"Jun 19, 1998",1998,NO ID FOUND,NO,NO,Hav-Plenty
Escape from Tomorrow,Escape-from-Tomorrow,"Oct 11, 2013",2013,3315084,NO,NO,Escape-from-Tomorrow
That Way Madness Lies,That-Way-Madness-Lies,"Dec 14, 2018",2018,6264264,NO,YES,That-Way-Madness-Lies
After,After,"Dec 31, 2012",2012,1291547,NO,YES,After
The Hadza: Last of the First,"Hadza-Last-of-the-First,-The","Dec 31, 2014",2014,2139721,NO,YES,"Hadza-Last-of-the-First,-The"
Starsuckers,Starsuckers,"Dec 31, 2009",2009,1510934,NO,YES,Starsuckers
Treachery,Treachery,"Dec 31, 2013",2013,4817770,NO,YES,Treachery
Top Hat,Top-Hat,"Sep 6, 1935",1935,0027125,YES,YES,Top-Hat
The Blair Witch Project,"Blair-Witch-Project,-The","Jul 14, 1999",1999,1086249,NO,YES,"Blair-Witch-Project,-The"
Woodstock,Woodstock,"Mar 26, 1970",1970,0066580,NO,YES,Woodstock
The Kentucky Fried Movie,"Kentucky-Fried-Movie,-The","Aug 10, 1977",1977,0076257,YES,YES,"Kentucky-Fried-Movie,-The"
Per qualche dollaro in piÃ¹,Per-qualche-dollaro-in-piÃ¹,"May 10, 1967",1967,NO ID FOUND,NO,NO,Per-qualche-dollaro-in-piÃ¹
Mercy Streets,Mercy-Streets,"Oct 31, 2000",2000,0243415,NO,YES,Mercy-Streets
Water & Power,Water-&-Power,"May 2, 2014",2014,3984070,NO,NO,Water-&-Power
Arnolds Park,Arnolds-Park,"Oct 19, 2007",2007,1074931,NO,YES,Arnolds-Park
Broken Vessels,Broken-Vessels,"Jul 2, 1999",1999,NO ID FOUND,NO,NO,Broken-Vessels
Drunk Wedding,Drunk-Wedding,"May 22, 2015",2015,1950135,NO,YES,Drunk-Wedding
They Will Have to Kill Us First,They-Will-Have-to-Kill-Us-First,"Mar 4, 2016",2016,NO ID FOUND,NO,NO,They-Will-Have-to-Kill-Us-First
Crop Circles: Quest for Truth,Crop-Circles-Quest-for-Truth,"Aug 23, 2002",2002,0331225,NO,YES,Crop-Circles-Quest-for-Truth
The Maid's Room,"Maid's-Room,-The","Aug 8, 2014",2014,NO ID FOUND,NO,NO,"Maid's-Room,-The"
Light from the Darkroom,Light-from-the-Darkroom,"Dec 31, 2014",2014,3130704,NO,YES,Light-from-the-Darkroom
Irreplaceable,Irreplaceable,"Feb 24, 2015",2015,5274738,NO,YES,Irreplaceable
A Hard Day's Night,A-Hard-Day's-Night,"Aug 11, 1964",1964,0058182,YES,YES,A-Hard-Day's-Night
The Harvest/La Cosecha,"Harvest/La-Cosecha,-The","Jul 29, 2011",2011,1981703,NO,YES,"HarvestLa-Cosecha,-The"
Julija in alfa Romeo,Julija-in-alfa-Romeo,"Dec 31, 2015",2015,4374230,NO,YES,Julija-in-alfa-Romeo
Mata Hari,Mata-Hari,"Dec 26, 1931",1931,0023196,NO,YES,Mata-Hari
Love Letters,Love-Letters,"Apr 27, 1984",1984,NO ID FOUND,NO,NO,Love-Letters
Faith Connections,Faith-Connections,"Sep 12, 2014",2014,NO ID FOUND,NO,NO,Faith-Connections
High Road,High-Road,"Mar 6, 2012",2012,2402132,NO,YES,High-Road
Fireproof,Fireproof,"Sep 26, 2008",2008,1332169,NO,NO,Fireproof
Benji,Benji,"Nov 15, 1974",1974,0071206,NO,YES,Benji
Open Water,Open-Water,"Aug 6, 2004",2004,NO ID FOUND,NO,NO,Open-Water
Kingdom of the Spiders,Kingdom-of-the-Spiders,"Jan 1, 1977",1977,0076271,YES,YES,Kingdom-of-the-Spiders
Mad Hot Ballroom,Mad-Hot-Ballroom,"May 13, 2005",2005,7263412,NO,NO,Mad-Hot-Ballroom
The Station Agent,"Station-Agent,-The","Oct 3, 2003",2003,0340377,YES,YES,"Station-Agent,-The"
To Save a Life,To-Save-a-Life,"Jan 22, 2010",2010,3969962,NO,NO,To-Save-a-Life
Wordplay,Wordplay,"Jun 16, 2006",2006,7217816,NO,NO,Wordplay
Beyond the Mat,Beyond-the-Mat,"Oct 22, 1999",1999,0218043,NO,YES,Beyond-the-Mat
The Singles Ward,"Singles-Ward,-The","Feb 1, 2002",2002,0306069,NO,YES,"Singles-Ward,-The"
Sholem Aleichem: Laughing in the Darkness,Sholem-Aleichem-Laughing-in-the-Darkness,"Jul 8, 2011",2011,1976608,NO,YES,Sholem-Aleichem-Laughing-in-the-Darkness
Osama,Osama,"Jan 30, 2004",2004,0428076,NO,NO,Osama
Groove,Groove,"Jun 9, 2000",2000,0120917,YES,YES,Groove
The R.M.,"R.M.,-The","Jan 31, 2003",2003,2022399,NO,NO,"R.M.,-The"
Twin Falls Idaho,Twin-Falls-Idaho,"Jul 30, 1999",1999,0701651,NO,NO,Twin-Falls-Idaho
Mean Creek,Mean-Creek,"Aug 20, 2004",2004,7345368,NO,NO,Mean-Creek
Drinking Buddies,Drinking-Buddies,"Aug 23, 2013",2013,3314418,NO,NO,Drinking-Buddies
Hurricane Streets,Hurricane-Streets,"Feb 13, 1998",1998,NO ID FOUND,NO,NO,Hurricane-Streets
Never Again,Never-Again,"Jul 12, 2002",2002,0295178,YES,YES,Never-Again
Shichinin no samurai,Shichinin-no-samurai,"Nov 19, 1956",1956,NO ID FOUND,NO,NO,Shichinin-no-samurai
Civil Brand,Civil-Brand,"Aug 29, 2003",2003,NO ID FOUND,NO,NO,Civil-Brand
Monsters,Monsters,"Oct 29, 2010",2010,2338436,NO,NO,Monsters
Lonesome Jim,Lonesome-Jim,"Mar 24, 2006",2006,7353774,NO,NO,Lonesome-Jim
Deceptive Practice: The Mysteries and Mentors of Ricky Jay,Deceptive-Practice-The-Mysteries-and-Mentors-of-Ricky-Jay,"Apr 17, 2013",2013,NO ID FOUND,NO,NO,Deceptive-Practice-The-Mysteries-and-Mentors-of-Ricky-Jay
The Other Dream Team,"Other-Dream-Team,-The","Sep 28, 2012",2012,1606829,NO,YES,"Other-Dream-Team,-The"
O Menino e o Mundo,O-Menino-e-o-Mundo,"Dec 11, 2015",2015,NO ID FOUND,NO,NO,O-Menino-e-o-Mundo
Rubber,Rubber,"Apr 1, 2011",2011,3437402,NO,YES,Rubber
Johnny Suede,Johnny-Suede,"Jan 1, 1991",1991,0104567,NO,YES,Johnny-Suede
Finishing the Game,Finishing-the-Game,"Oct 5, 2007",2007,0843850,NO,YES,Finishing-the-Game
Kiss the Bride,Kiss-the-Bride,"Apr 18, 2008",2008,NO ID FOUND,NO,NO,Kiss-the-Bride
The Journey,"Journey,-The","Jul 11, 2003",2003,0433498,NO,YES,"Journey,-The"
The Slaughter Rule,"Slaughter-Rule,-The","Jan 10, 2003",2003,NO ID FOUND,NO,NO,"Slaughter-Rule,-The"
The Living Wake,"Living-Wake,-The","May 14, 2010",2010,NO ID FOUND,NO,NO,"Living-Wake,-The"
Scott Walker: 30 Century Man,Scott-Walker-30-Century-Man,"Feb 27, 2009",2009,NO ID FOUND,NO,NO,Scott-Walker-30-Century-Man
The Californians,"Californians,-The","Oct 21, 2005",2005,2253115,NO,NO,"Californians,-The"
Born to Fly: Elizabeth Streb vs. Gravity,Born-to-Fly-Elizabeth-Streb-vs.-Gravity,"Sep 10, 2014",2014,2246526,NO,YES,Born-to-Fly-Elizabeth-Streb-vs.-Gravity
Detention of the Dead,Detention-of-the-Dead,"Jun 28, 2013",2013,NO ID FOUND,NO,NO,Detention-of-the-Dead
Higher Power,Higher-Power,"May 11, 2018",2018,2924392,NO,YES,Higher-Power
Feng kuang de shi tou,Feng-kuang-de-shi-tou,"Dec 31, 2006",2006,0843270,NO,YES,Feng-kuang-de-shi-tou
Now is Good,Now-is-Good,"Jan 8, 2013",2013,3993072,NO,NO,Now-is-Good
Griffin & Phoenix,Griffin-&-Phoenix,"Dec 31, 2006",2006,0460812,YES,YES,Griffin-&-Phoenix
Everything Put Together,Everything-Put-Together,"Nov 2, 2001",2001,NO ID FOUND,NO,NO,Everything-Put-Together
Drones,Drones,"Dec 31, 2010",2010,4338328,NO,NO,Drones
Enter Nowhere,Enter-Nowhere,"Apr 3, 2012",2012,NO ID FOUND,NO,NO,Enter-Nowhere
Girls Gone Dead,Girls-Gone-Dead,"Jul 17, 2012",2012,1884318,NO,YES,Girls-Gone-Dead
Insomnia Manica,Insomnia-Manica,"Dec 31, 2005",2005,0455556,NO,YES,Insomnia-Manica
America Is Still The Place,America-Is-Still-The-Place,"Dec 31, 2014",2014,NO ID FOUND,NO,NO,America-Is-Still-The-Place
The Outrageous Sophie Tucker,"Outrageous-Sophie-Tucker,-The","Jul 24, 2015",2015,NO ID FOUND,NO,NO,"Outrageous-Sophie-Tucker,-The"
Subconscious,Subconscious,"Mar 10, 2015",2015,10037022,NO,YES,Subconscious
Roadside,Roadside,"Apr 14, 2015",2015,5076434,NO,YES,Roadside
Diamond Ruff,Diamond-Ruff,"Dec 31, 2014",2014,NO ID FOUND,NO,NO,Diamond-Ruff
Love in the Time of Monsters,Love-in-the-Time-of-Monsters,"Feb 10, 2015",2015,4889664,NO,YES,Love-in-the-Time-of-Monsters
El rey de Najayo,El-rey-de-Najayo,"Dec 31, 2012",2012,2275671,NO,YES,El-rey-de-Najayo
Fight to the Finish,Fight-to-the-Finish,"Dec 31, 2015",2015,4620482,NO,YES,Fight-to-the-Finish
